SpeciesCode,StockID,YearC,FlagName,FleetCode,GearGrpCode,GearCode,LorD,TimeCatch,SampAreaCode,SquareTypeCode,QuadID,Lat,Lon,SexCode,SchoolTypeCode,IMI,IMA,Stock,Areac,Sexc,Monthc,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Total
BFT,ATE,1950,EU.Germany,EU.DEU,UN,UNCL,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,63.89313025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.89313025
BFT,ATE,1950,EU.Germany,EU.DEU,UN,UNCL,L,8,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,38.33587815,102.2290084,12.77862605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.3435126
BFT,ATE,1950,EU.Germany,EU.DEU,UN,UNCL,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,115.00763445,1674.0000126,715.60305885,51.1145042,0,25.5572521,12.77862605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594.06108825
BFT,ATE,1950,EU.Germany,EU.DEU,UN,UNCL,L,9,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,12.77862605,25.5572521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.33587815
BFT,ATE,1950,EU.Germany,EU.DEU,UN,UNCL,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,0,12.77862605,204.4580168,12.77862605,0,12.77862605,12.77862605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.572521
BFT,ATE,1950,EU.Denmark,EU.DNK,UN,UNCL,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,227.1600793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.1600793
BFT,ATE,1950,EU.Denmark,EU.DNK,UN,UNCL,L,8,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,136.29604758,363.45612686,45.43201586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.1841903
BFT,ATE,1950,EU.Denmark,EU.DNK,UN,UNCL,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,408.88814278,5951.594078,2544.1928878,181.72806344,0,90.86403172,45.43201586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9222.6992196
BFT,ATE,1950,EU.Denmark,EU.DNK,UN,UNCL,L,9,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,45.43201586,90.86403172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.29604758
BFT,ATE,1950,EU.Denmark,EU.DNK,UN,UNCL,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,0,45.43201586,726.91225372,45.43201586,0,45.43201586,45.43201586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908.64031716
BFT,ATE,1950,EU.España,EU.ESP,TP,TRAP,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,28.20376086,282.03760855,817.90906474,4841.6456128,6566.7756517,12165.2221808,11394.3193837,17820.076236,8686.7583422,3182.32434947,446.55954683,0,0,0,0,0,0,0,0,0,0,0,0,0,66231.83173765
BFT,ATE,1950,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,5,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,May,0,0,327.70639139,168.81844405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.52483544
BFT,ATE,1950,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,6,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jun,0,0,354.36193516,295.30161273,0,3957.0416094,1004.0254831,295.3016127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5906.03225309
BFT,ATE,1950,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,7,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,232.0600284,567.2578471,1779.126884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578.4447595
BFT,ATE,1950,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,8,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,455.49620434,3846.4123914,3897.023082,1619.5420598,303.6641362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10122.13787374
BFT,ATE,1950,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,9,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,189.28920481,67.85839418,89.28736076,10.71448329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.14944304
BFT,ATE,1950,EU.France,EU.FRA,BB,BB,L,5,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,May,0,0,553.68519949,285.23176939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.91696888
BFT,ATE,1950,EU.France,EU.FRA,BB,BB,L,6,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jun,0,0,598.72179466,498.93482898,0,6685.7267064,1696.3784182,498.9348289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9978.69657714
BFT,ATE,1950,EU.France,EU.FRA,BB,BB,L,7,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,392.08329912,958.42584234,3005.9719602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356.48110166
BFT,ATE,1950,EU.France,EU.FRA,BB,BB,L,8,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,769.59593512,6498.810119,6584.3207787,2736.3411037,513.0639568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17102.13189332
BFT,ATE,1950,EU.France,EU.FRA,BB,BB,L,9,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,319.81869712,114.65198576,150.85787602,18.10294512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.43150402
BFT,ATE,1950,EU.Portugal,EU.PRT-PT-MAINLND,TP,TRAP,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,5.87210876,58.7210876,170.29115406,1008.0453372,1367.22265635,2532.8362452,2372.3319387,3710.1940514,1808.60949785,662.56960512,92.97505538,0,0,0,0,0,0,0,0,0,0,0,0,0,13789.66873762
BFT,ATE,1950,EU.Sweden,EU.SWE,UN,UNCL,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,26.112844526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.112844526
BFT,ATE,1950,EU.Sweden,EU.SWE,UN,UNCL,L,8,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,15.667706718,41.780551246,5.222568906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.67082687
BFT,ATE,1950,EU.Sweden,EU.SWE,UN,UNCL,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,47.003120156,684.1565267,292.46385878,20.89027562,0,10.445137812,5.222568906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.181487974
BFT,ATE,1950,EU.Sweden,EU.SWE,UN,UNCL,L,9,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,5.222568906,10.445137812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.667706718
BFT,ATE,1950,EU.Sweden,EU.SWE,UN,UNCL,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,0,5.222568906,83.56110249,5.222568906,0,5.222568906,5.222568906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.451378114
BFT,ATE,1950,Maroc,MAR,TP,TRAP,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,4.81745381,48.1745381,139.706160485,826.99623746,1121.66382874,2077.92841,1946.2513391,3043.8278992,1483.7757738,543.56937162,76.276352005,0,0,0,0,0,0,0,0,0,0,0,0,0,11312.98736432
BFT,ATE,1950,Maroc,MAR,UN,UNCL,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,18.778229208,187.78229209,544.568647012,3223.5960147,4372.1977009,8099.6761982,7586.4046003,11864.7111554,5783.6945961,2118.81019576,297.32196246,0,0,0,0,0,0,0,0,0,0,0,0,0,44097.54159213
BFT,ATE,1950,Norway,NOR,PS,PS,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,611.129457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611.129457
BFT,ATE,1950,Norway,NOR,PS,PS,L,8,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,366.6776742,977.8071312,122.2258914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.7106968
BFT,ATE,1950,Norway,NOR,PS,PS,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,1100.0330226,16011.591773,6844.6499182,488.9035656,0,244.4517828,122.2258914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24811.8559536
BFT,ATE,1950,Norway,NOR,PS,PS,L,9,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,122.2258914,244.4517828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6776742
BFT,ATE,1950,Norway,NOR,PS,PS,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,0,122.2258914,1955.6142624,122.2258914,0,122.2258914,122.2258914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2444.517828
BFT,ATE,1951,EU.Germany,EU.DEU,UN,UNCL,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,0,77.79450435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.79450435
BFT,ATE,1951,EU.Germany,EU.DEU,UN,UNCL,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,31.11780174,248.94241393,513.44372878,248.94241392,46.67670261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089.12306098
BFT,ATE,1951,EU.Germany,EU.DEU,UN,UNCL,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,62.23560348,108.91230609,342.29581915,404.53142262,108.91230609,46.67670261,15.55890087,31.11780174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.24086265
BFT,ATE,1951,EU.Germany,EU.DEU,UN,UNCL,L,10,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Oct,0,0,0,0,0,93.35340522,93.35340522,248.94241392,31.11780174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.7670261
BFT,ATE,1951,EU.Denmark,EU.DNK,UN,UNCL,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,0,419.4646571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.4646571
BFT,ATE,1951,EU.Denmark,EU.DNK,UN,UNCL,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,167.78586284,1342.28690272,2768.4667365,1342.2869027,251.67879426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5872.50519902
BFT,ATE,1951,EU.Denmark,EU.DNK,UN,UNCL,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,335.5717256,587.25051992,1845.6444912,2181.2162169,587.25051992,251.6787943,83.89293142,167.78586284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6040.2910621
BFT,ATE,1951,EU.Denmark,EU.DNK,UN,UNCL,L,10,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Oct,0,0,0,0,0,503.35758854,503.35758854,1342.2869027,167.7858628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516.78794258
BFT,ATE,1951,EU.España,EU.ESP,TP,TRAP,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,17.63588694,176.3588694,511.44072126,3027.4939252,4106.2223428,7606.9458998,7124.8983234,11142.9412335,5431.8531778,1989.9159098,279.23487655,0,0,0,0,0,0,0,0,0,0,0,0,0,41414.94116645
BFT,ATE,1951,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,5,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,May,0,0,290.02706215,149.40788046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.43494261
BFT,ATE,1951,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,6,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jun,0,0,313.61778012,261.34815001,0,3502.0652101,888.5837102,261.3481501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226.96300053
BFT,ATE,1951,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,7,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,205.37801527,502.03514834,1574.5647841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281.97794771
BFT,ATE,1951,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,8,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,403.1237394,3404.1560223,3448.9475485,1433.3288512,268.74915961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8958.30532101
BFT,ATE,1951,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,9,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,167.524935128,60.05610882,79.021195818,9.482543498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.084783264
BFT,ATE,1951,EU.France,EU.FRA,BB,BB,L,5,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,May,0,0,857.0418846,441.5064254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.54831
BFT,ATE,1951,EU.France,EU.FRA,BB,BB,L,6,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jun,0,0,926.7534256,772.2945213,0,10348.7465855,2625.8013723,772.2945213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15445.890426
BFT,ATE,1951,EU.France,EU.FRA,BB,BB,L,7,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,606.90047333,1483.53449046,4652.9036289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6743.33859269
BFT,ATE,1951,EU.France,EU.FRA,BB,BB,L,8,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,1191.2472128,10059.420909,10191.78171,4235.545645,794.1648086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26472.1602854
BFT,ATE,1951,EU.France,EU.FRA,BB,BB,L,9,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,495.04306624,177.46826909,233.51088034,28.02130564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.04352131
BFT,ATE,1951,EU.Portugal,EU.PRT-PT-MAINLND,TP,TRAP,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,5.273552704,52.73552704,152.933028406,905.29321411,1227.85885449,2274.659066,2130.5152924,3332.0063833,1624.25423276,595.03253005,83.4979178,0,0,0,0,0,0,0,0,0,0,0,0,0,12384.05959906
BFT,ATE,1951,EU.Sweden,EU.SWE,UN,UNCL,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,0,73.4909786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4909786
BFT,ATE,1951,EU.Sweden,EU.SWE,UN,UNCL,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,29.39639144,235.17113148,485.04045888,235.17113152,44.09458716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.87370048
BFT,ATE,1951,EU.Sweden,EU.SWE,UN,UNCL,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,58.79278288,102.88737004,323.3603058,382.15308872,102.88737004,44.09458716,14.69819572,29.39639144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.2700918
BFT,ATE,1951,EU.Sweden,EU.SWE,UN,UNCL,L,10,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Oct,0,0,0,0,0,88.18917432,88.18917432,235.17113152,29.39639144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.9458716
BFT,ATE,1951,Maroc,MAR,TP,TRAP,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,3.266072268,32.66072268,94.716095772,560.67573932,760.45049306,1408.76583838,1319.49319609,2063.6133278,1005.95025844,368.52182087,51.71281091,0,0,0,0,0,0,0,0,0,0,0,0,0,7669.82637559
BFT,ATE,1951,Maroc,MAR,UN,UNCL,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,18.778229208,187.78229209,544.568647012,3223.5960147,4372.1977009,8099.6761982,7586.4046003,11864.7111554,5783.6945961,2118.81019576,297.32196246,0,0,0,0,0,0,0,0,0,0,0,0,0,44097.54159213
BFT,ATE,1951,Norway,NOR,PS,PS,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,0,2227.3261782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227.3261782
BFT,ATE,1951,Norway,NOR,PS,PS,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,890.9304712,7127.4437686,14700.352775,7127.44377,1336.3957068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31182.5664916
BFT,ATE,1951,Norway,NOR,PS,PS,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,1781.8609424,3118.2566488,9800.235183,11582.096126,3118.2566488,1336.395707,445.4652356,890.9304712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32073.4969628
BFT,ATE,1951,Norway,NOR,PS,PS,L,10,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Oct,0,0,0,0,0,2672.7914132,2672.7914132,7127.4437692,890.9304712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13363.9570668
BFT,ATE,1952,EU.Germany,EU.DEU,UN,UNCL,L,8,BF54,5x5,1,55,5,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,0,0,0,19.103721392,85.966746252,107.458432818,95.518606952,95.518606958,112.234363166,121.786223872,52.535233824,38.207442784,7.163895522,4.775930348,7.163895522,2.387965174,0,2.387965174,0,0,0,752.209029758
BFT,ATE,1952,EU.Germany,EU.DEU,UN,UNCL,L,9,BF54,5x5,1,55,5,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,0,0,0,0,0,33.431512436,45.371338306,21.491686566,54.923198998,90.742676604,140.889945256,124.174189056,50.147268654,16.715756218,2.387965174,0,0,0,0,0,0,0,580.275537268
BFT,ATE,1952,EU.Germany,EU.DEU,UN,UNCL,L,10,BF54,5x5,1,55,5,U,n/a,20,399,East,ATL,unisex,Oct,0,0,0,0,0,0,0,0,0,11.93982587,4.775930348,9.551860696,4.775930348,11.93982587,23.87965174,14.327791044,7.163895522,7.163895522,0,0,0,0,0,0,0,0,95.51860696
BFT,ATE,1952,EU.Denmark,EU.DNK,UN,UNCL,L,7,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,0,21.852502212,29.136669618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.98917183
BFT,ATE,1952,EU.Denmark,EU.DNK,UN,UNCL,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,14.56833481,349.64003544,837.6792515,2818.9727854,1216.4559565,240.37752434,94.694176254,72.841674038,7.284167404,0,0,0,0,0,0,0,0,0,0,0,0,5652.513905686
BFT,ATE,1952,EU.Denmark,EU.DNK,UN,UNCL,L,8,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,0,14.568334808,80.125841444,50.989171828,7.284167404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.967515484
BFT,ATE,1952,EU.Denmark,EU.DNK,UN,UNCL,L,8,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,21.85250221,116.54667846,1085.3409432,1646.2218333,3700.3570412,2381.922741,305.93503104,87.410008854,14.56833481,0,0,0,0,0,0,0,0,0,0,0,0,0,9360.155114074
BFT,ATE,1952,EU.Denmark,EU.DNK,UN,UNCL,L,9,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,0,0,7.284167404,7.284167404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.568334808
BFT,ATE,1952,EU.Denmark,EU.DNK,UN,UNCL,L,9,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,7.284167404,29.13666962,655.57506643,539.02838787,138.39918068,43.70500443,21.852502214,14.568334808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.549313456
BFT,ATE,1952,EU.Denmark,EU.DNK,UN,UNCL,L,10,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Oct,0,0,0,0,0,145.68334809,764.83757744,1988.5777013,568.16505757,203.95668732,29.13666962,14.56833481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3714.92537615
BFT,ATE,1952,EU.España,EU.ESP,TP,TRAP,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,24.28450536,242.84505355,704.25065529,4168.8400859,5654.2423304,10474.7166432,9810.9401645,15343.7599674,7479.6276494,2740.10168738,384.50466812,0,0,0,0,0,0,0,0,0,0,0,0,0,57028.1134105
BFT,ATE,1952,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,5,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,May,0,0,688.2336657,354.5446156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042.7782813
BFT,ATE,1952,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,6,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jun,0,0,744.2143944,620.178662,0,8310.3940708,2108.607451,620.1786621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12403.5732403
BFT,ATE,1952,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,7,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,487.36163891,1191.32845052,3736.4392311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5415.12932053
BFT,ATE,1952,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,8,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,956.6118655,8078.055752,8184.3459602,3401.2866322,637.7412436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21258.0414535
BFT,ATE,1952,EU.España,EU.ESP-ES-CANT_BFT,BB,BB,L,9,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,397.53635185,142.51303178,187.51714705,22.50205765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.06858833
BFT,ATE,1952,EU.France,EU.FRA,BB,BB,L,5,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,May,0,0,699.7348535,360.4694699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.2043234
BFT,ATE,1952,EU.France,EU.FRA,BB,BB,L,6,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jun,0,0,756.6510857,630.5425713,0,8449.2704565,2143.8447424,630.5425713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12610.8514272
BFT,ATE,1952,EU.France,EU.FRA,BB,BB,L,7,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,495.50602062,1211.23693934,3798.8794917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5505.62245166
BFT,ATE,1952,EU.France,EU.FRA,BB,BB,L,8,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Aug,0,0,0,0,972.5979662,8213.049492,8321.1159325,3458.1261015,648.3986442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21613.2881364
BFT,ATE,1952,EU.France,EU.FRA,BB,BB,L,9,BF54,ICCAT,0,0,0,U,n/a,20,399,East,ATL,unisex,Sep,0,0,0,0,404.1796483,144.89459087,190.6507775,22.8780933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.60310997
BFT,ATE,1952,EU.Portugal,EU.PRT-PT-MAINLND,TP,TRAP,L,17,BF58,1x1,4,36,6,U,n/a,20,399,East,ATL,unisex,Jul,0,0,8.160705446,81.607054455,236.660457869,1400.92110143,1900.08425102,3519.9842816,3296.925,5156.2057236,2513.4972769,920.79959783,129.211169535,0,0,0,0,0,0,0,0,0,0,0,0,0,19164.056619685
BFT,ATE,1952,EU.Sweden,EU.SWE,UN,UNCL,L,7,BF54,1x1,1,58,7,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,0,0,3.268771389,4.358361852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.627133241
BFT,ATE,1952,EU.Sweden,EU.SWE,UN,UNCL,L,7,BF54,1x1,1,60,4,U,n/a,20,399,East,ATL,unisex,Jul,0,0,0,0,0,2.179180926,52.30034223,125.30290325,421.67150921,181.96160731,35.956485283,14.164676019,10.89590463,1.089590463,0,0,0,0,0,0,0,0,0,0,0,0,845.522199321
