1950;227221.0521264;264497.516090138;3925.94511827;8984.023210768;33578.089668736;59513.149930814;38101.231093737;22709.42518518;33514.816254902;27330.487802422
1951;34493.39277021;43233.509875502;23621.914535592;24376.646869196;47003.863661775;59748.417558657;70417.910246864;33534.338905337;32856.30848044;32402.870225147
1952;4421.089354124;7682.446051472;11665.265482526;9196.724515869;38988.811518219;57830.550721439;66407.505967263;78472.030159546;60928.702034568;41913.500396049
1953;16402.63457021;21593.479688001;14130.474619925;14727.511380315;44603.6074736;50109.81122564;63493.19098882;58955.290385616;62224.088304728;53658.015516747
1954;14798.222351075;19899.762588388;2611.626670061;5404.717907033;42788.311985221;41007.82959166;37064.17726206;26000.792088044;43926.526038776;93312.967793867
1955;13292.071860148;72607.259926641;107287.398740876;41941.697181216;35017.9131691;37856.510790583;33830.714657405;35982.032873469;47166.040098772;95778.704912435
1956;5455.190827206;35667.946498782;55303.525134382;22788.438252046;23588.794006347;24829.469996502;26572.150912015;24376.729110376;39250.773084503;63566.774961262
1957;6089.934623333;42315.069960032;66202.862067774;33613.544834101;24985.630602445;46228.050981254;52604.040408018;34524.629894448;21085.612793384;81420.161857034
1958;21160.919960546;41048.958930947;57634.436903577;29588.323475696;59759.600628312;48488.108193374;37139.949629867;34885.990890004;26779.937655317;63842.052883262
1959;7803.004644467;45504.073977681;66430.074207525;25743.975621351;16178.569435719;17160.229157952;13576.910897386;14502.356321349;22618.654389145;71987.03847723
1960;4765.26819289;22822.0617635;30070.65918011;19571.732976338;30203.375599428;25135.476052502;17430.992629692;22141.299917293;29166.363612593;61076.391409893
1961;7810.4543187;36086.1484691;47257.93255229;28389.97045068;31705.44513413;27849.291171698;12016.94181292;14113.733475794;27816.729916394;74815.789172812
1962;6947.0020387;29692.9578162;35820.846117;20585.997471486;23845.001946394;24378.465003725;11403.008580322;22139.97655895;29668.408071707;79161.163626184
1963;6051.5607667;29894.3862311;38038.2166629;21146.155063537;20054.733340328;14641.363824385;8763.734214871;6465.258778533;8772.452514047;41783.75412558
1964;13483.230538484;53406.903202204;61334.149070989;36573.945387057;23305.84608994;13435.74853258;11043.789897708;4904.259214133;4604.186148854;44457.974359948
1965;13433.1842044;48963.479298;51094.01859404;28637.062042296;15434.121776843;11246.41076376;11085.69805508;4832.344909961;2980.176124674;45956.385328498
1966;39434.651806515;112262.490727445;130123.695936027;44908.902400689;18095.583920639;16944.62513221;6580.297634774;4015.356535144;3188.917203827;23645.922229673
1967;65606.9887465;71403.3695433;107837.465156876;43982.567476251;17335.117670463;14462.15176458;16218.706114366;3449.019450622;4776.117903946;40828.242124965
1968;21692.82382665;46196.1009664;55827.83539538;41113.117513488;17492.192600552;6842.125737381;10761.411306749;6080.248589064;2257.817232319;21866.438013782
1969;43105.3531708;116781.061615927;74226.801369088;34277.684948524;15470.80132921;6881.961857159;4454.587784301;7074.56812207;4267.676439476;28148.088691231
1970;38987.74884175;76924.2244922;35680.11956875;20582.146232298;10729.626290264;8006.612763166;5747.195083659;4676.344693318;5799.03434109;23883.157210387
1971;3451.28437672;89130.819997132;50860.303711588;16650.141191866;12912.786490216;4878.542557839;5481.39696126;6381.545129344;5947.337365724;20270.47431543
1972;5572.483591728;150795.670028376;80312.350680593;18136.075586621;10839.603230377;8034.39053013;4908.213688234;2851.176185432;3066.670167489;16399.428809761
1973;7759.947088303;87196.328792617;78669.359742148;12238.263727606;4771.111494818;4351.069003891;6947.364971258;7737.030767223;7454.625995504;17931.896417511
1974;44978.703225155;144277.327152088;72124.196742623;55221.069891068;12698.57480848;6555.701143377;3768.047850731;4789.362383608;8695.618548663;43995.232773589
1975;83784.382585139;352022.129831945;82482.347784123;24054.907541427;11862.740351428;7932.380982372;4665.121987362;3440.602508358;4480.386784336;54949.529624325
1976;17500.64324982;196885.893023128;239993.48395105;47505.641013572;18187.342582794;6491.770032199;3896.507939107;2186.709158418;2947.8850609;40376.321078337
1977;67419.63035121;276478.703243758;81061.086883585;45074.220584025;6676.644092004;4737.784651849;4362.68656232;2902.857438958;2778.275614596;36620.081545069
1978;98570.900523295;188168.593452139;132602.581748869;26749.943636889;8538.786030237;2569.121305636;2745.763675152;1850.041956006;1398.3676162;26717.136080251
1979;15968.042443165;46352.471082085;85483.712177098;47173.63222916;8802.574643923;3801.615627013;3158.50770621;4699.882518661;4051.123850596;22394.60633481
1980;153268.143022816;139587.634846892;111494.149595905;35391.815395624;11438.974432797;6345.835939047;3924.806550504;2494.893336162;2715.346919598;24603.435780968
1981;91412.940515095;320655.618609317;114392.774121104;16726.238905041;11334.401125669;6213.650069987;4537.346273627;4937.899739314;3506.193572278;18037.612233022
1982;435146.271032766;261565.114271948;174574.090304982;35995.834516087;8002.402537258;3990.656495516;5294.596736551;9037.602543988;4835.463257557;38429.136362322
1983;666700.047326635;196953.981906966;118435.244036886;27650.121002198;11539.16531357;5339.26373135;8741.420304207;6724.246926374;5468.409837164;38481.096287934
1984;162819.316474475;602874.600631232;80533.350688717;29876.372562965;18523.405330832;10028.828302999;5897.160284003;6545.914890934;10420.518462752;41447.162918737
1985;126330.86054702;327195.314651047;273250.324711676;52930.459197686;11441.093221404;7067.817103738;3014.142079952;2958.479909263;3329.818619191;31802.354916151
1986;605590.820529124;245279.844668226;110491.583923857;60474.993299883;10837.266213692;5637.661705097;3356.194305431;2172.899088567;3201.046281867;27826.001670882
1987;233815.503829349;425593.697361527;130379.305561931;35130.386884478;13521.288358163;7777.142602225;7935.810218185;4072.370106946;3661.418688822;23513.468961773
