1950;228343.1188;265869.1901;4048.701387;9286.511687;35545.56626;61716.62636;41123.88266;25392.35957;37664.47546;19127.18938;7431.884976;1843.665507;814.2160169;520.0035066;294.2125103;123.1587252;47.89505982;13.68430281;0;0;0;0;0;0;0
1951;35634.44191;44518.43959;24322.08604;24974.55944;46784.70472;59889.47055;71664.94637;34877.71495;35024.42085;16972.20211;8538.689793;3397.843852;2409.9376;1543.866275;840.9678085;338.8974751;131.7934625;56.48291251;12.55175834;0;0;0;0;0;0
1952;4537.768649;8384.427389;12372.61874;10252.76394;47147.33096;65109.89862;71225.48331;81794.8027;65760.8612;22935.84097;10133.01631;4953.763384;3254.460198;2215.397635;1251.784156;527.2449336;205.1267435;86.08161115;25.73276979;2.387965174;0;2.387965174;0;0;0
1953;25693.70288;37240.85686;72988.79958;21125.01271;37963.80036;43943.5712;63069.03618;60069.0156;64481.3913;29338.41427;12237.39397;5593.504228;3654.193499;2343.183814;1296.35215;543.8674498;212.6142997;57.32090048;7.994098712;0;0;3.997049356;0;0;0
1954;15352.25968;21202.99349;3094.346163;6781.088456;58236.91232;53101.08081;34342.26443;24680.27227;39273.35654;34936.83706;34243.44393;19066.75009;6710.963627;3063.025779;1413.813439;629.9274302;320.9298772;117.3832075;38.67739061;20.6327382;8.842602087;14.73767015;0;0;0
1955;13310.61338;73939.13347;108262.6392;43869.04091;52612.97177;52799.04891;41250.84434;40072.06114;52658.53964;36568.27096;29030.1927;17483.68785;9237.346356;4329.991428;1997.779473;690.5321169;182.3471129;73.75604775;10.6057645;0;0;0;0;0;0
1956;5584.721215;36141.33535;55872.38946;23502.44117;24316.74188;32748.83795;29906.40837;26659.50793;42234.91519;26404.86832;15068.88928;8764.712486;7078.887933;4640.839475;2669.629325;1288.266404;564.2562458;130.9857487;36.2807574;18.64037638;1.77944945;3.5588989;1.77944945;0;5.25066265
1957;6214.565392;43575.25631;67053.72838;34204.62887;31793.05042;51511.71691;54225.25689;34951.69208;21349.77483;26414.37316;22711.66578;13037.20485;7841.564249;5262.2545;4543.694622;1906.925131;424.4810903;113.2925664;58.46112465;25.59217369;17.60483222;14.26508554;16.59373093;7.348901447;51.36098201
1958;22466.03486;44158.30054;60300.53574;30985.49072;71389.67186;57678.21807;40791.73497;36599.9115;28049.89445;13471.72933;15976.74105;13638.46917;6706.046523;6100.229483;6199.20944;3186.79765;607.4189633;532.7332225;127.2314438;206.92265;228.164707;83.60857346;32.58510455;3.14372004;25.14976032
1959;8168.253615;47765.27986;68646.53477;26716.61815;21712.55714;21301.9904;14784.30404;14815.6064;22875.61649;21548.96849;16819.60676;12687.2868;10036.3137;6794.719212;3069.50691;1115.487744;373.8426281;151.7328715;213.1319612;125.7789391;11.00302014;8.252265105;8.64523011;3.92965005;31.4372004
1960;4891.29626;23532.83453;30830.43353;19916.54913;31653.17518;27085.4105;18659.42211;22719.21117;30168.58611;23028.45672;14504.92193;10963.49497;6874.334212;4545.95892;2145.727948;720.9838767;300.6361949;110.5716634;79.24220626;89.69531985;2.422227645;1.051429259;0;0;0
1961;7953.202743;36844.56922;48098.42584;28764.17692;32782.46759;28957.13362;12438.16937;14855.44851;29442.32257;22866.89094;15567.14958;13476.48966;10650.9272;6793.481125;4248.060451;2209.519475;999.8532639;377.0115853;113.8920177;35.35265932;11.84113795;1.076467086;0;0;0
1962;7156.92281;30795.08429;37042.40499;21117.13815;25070.99251;25441.40131;11792.58995;22750.54937;31023.88965;21422.41541;14162.5779;13693.37849;12076.06098;8915.725335;5860.970295;3431.105882;1664.349524;698.1251841;176.2054491;91.39263036;22.15628111;3.100135041;0;0;0
1963;6409.51208;31657.23128;40041.72559;21947.82197;21585.8332;16174.69198;9185.747859;6729.554606;9289.130875;16499.8363;13729.65924;7226.299291;4416.333918;1862.177841;715.3582686;274.2697004;281.8793687;243.6575215;60.40374533;17.30098187;5.08852408;6.106228896;2.035409632;1.017704816;0
1964;13886.60186;55419.68481;63654.6669;37713.8035;26969.83344;14233.73401;11515.34895;5124.849818;4902.724247;8279.497657;13906.1078;12171.32515;7053.982223;3224.188633;2299.105872;1352.312931;855.4842358;515.5826517;145.5088817;130.6142718;34.37217678;24.06052374;9.165913808;4.582956904;2.291478452
1965;13907.72953;51287.49306;53813.15068;29570.57354;16162.86643;11935.01123;11566.04582;4881.26576;3024.030482;3418.460194;4807.590316;8105.917353;10784.14359;7629.484978;5249.374423;3450.288919;2176.978328;1022.959391;255.451628;166.859584;73.78144871;36.32317475;5.675496055;2.270198422;4.540396844
1966;38109.58827;121558.4855;135381.5175;51931.09443;16262.16486;16700.11914;6824.924155;4305.303433;3674.579964;3122.906238;4494.831438;4399.310464;5346.681597;3351.556498;2181.362171;1257.532683;798.1636798;476.4857764;158.3789024;118.9336665;21.7770062;16.56079437;14.35268845;3.312158874;12.14458254
1967;67476.24106;80636.01581;120252.7545;39976.63837;17037.32644;14454.44986;16390.22529;3725.519913;5261.538588;8954.92676;5270.673378;3770.695723;5806.301055;5160.648926;4561.475539;3366.234017;2185.66566;1495.108386;759.1317079;532.3136281;311.3985135;194.4017397;91.55912481;58.62996219;104.8937439
1968;21152.62198;41709.77918;58516.09408;44740.66481;17138.8979;6497.270599;10939.79049;6294.689944;2753.594787;3427.221446;4686.641855;3721.791698;4296.349128;2239.634773;2391.042049;1867.612669;1057.014429;764.9652929;354.3139096;338.5465792;162.7006246;112.1325667;63.46273424;37.88047984;46.62959256
