3;1955;5.1779624951;11.5955279372;19.3876294908;37.6249141606;56.1137901147;72.2656521271;94.8193613661;120.259573945;144.1346053261;205.3574628864
3;1956;5.1947980773;11.8153077087;18.9584753637;36.5072048565;57.4345889413;71.442861416;96.0952396261;119.1181723891;144.0439437536;221.3294768044
3;1957;5.1353637141;11.4875641478;22.8789062576;35.4944458269;53.1473764221;75.8309197306;93.137002463;118.4076544663;143.6174278384;200.5874430625
3;1958;4.8054660941;11.1626580398;21.7243385027;35.5304673704;56.3709951145;73.24380708;95.9574757377;119.4859576226;142.1453069057;229.7201724942
3;1959;5.145067027;11.9908854096;22.4071847016;32.2910480795;54.4137967987;75.0485785454;94.2622278708;118.9902910295;144.0169124844;215.6276592773
3;1960;4.8729718938;9.8383923001;21.7039626999;37.7699068542;52.9906585279;72.7095318885;95.5729873155;118.0900357953;139.3656275707;211.6744550408
3;1961;4.864107279;9.86284215;21.3868433633;36.7239229366;52.4690375464;72.5161983133;93.5083613185;119.729346224;141.2829312759;218.9398837388
3;1962;4.46923396;10.0124796242;20.1622162555;37.8639529039;51.7006554844;70.364145971;92.2494897322;119.1966021253;142.7086725671;224.9468113406
3;1963;4.8377965072;9.7096791795;20.5757458597;38.5194582286;51.1381275453;70.8618341327;92.0460358544;118.2800115693;140.227726072;203.2681734688
3;1964;4.818405848;9.7581387885;20.7193981744;35.6097494082;52.6158462248;70.6356236993;92.7230955786;118.0842383542;139.9258185375;214.4248586561
3;1965;4.8226185035;9.6255317243;21.5911644128;37.3016608072;50.4026200838;70.7551910582;91.7966395654;118.3923883202;142.6459770054;231.0915237068
3;1966;3.9503776692;9.6478572479;21.4579534557;36.7203750333;51.1130607006;70.4786490819;93.3968004131;114.5806567806;140.8372230544;238.8903146555
3;1967;3.8824686922;9.8768481588;21.50928445;35.4310887289;51.6915282599;72.1061742832;91.8743020659;118.0808301765;141.3396736394;251.8924248152
3;1968;5.1628308321;10.5360783043;22.5495710228;36.5354843251;53.3575286553;72.6400182629;94.3620137907;118.8579478186;145.1937896728;258.7601522644
3;1969;4.6134333691;9.4000780351;19.2378087689;37.515469634;53.700866204;70.4799935921;95.9152025287;119.2480150691;142.4871719218;250.3931406373
3;1970;5.3015233798;10.3836171597;20.7814439794;34.6301311431;51.7667551766;73.0783104057;95.7400465457;118.0219090868;143.0784351747;238.4403262163
3;1971;6.0529030559;10.9741825731;21.9577678334;35.5945242085;51.9399227899;71.9460432737;94.3770698601;117.9900241751;142.7346326212;249.752561904
3;1972;5.24137031;10.0911412308;20.2137611637;33.4367076786;52.0967469747;72.1921903425;95.6787027344;118.0685990133;143.4710146365;245.3884520079
3;1973;5.3955660365;10.4296783341;20.59728769;35.152817799;51.7090489067;72.6437002153;97.3341420653;121.8286331164;146.9035325274;255.624395324
3;1974;5.5457890946;10.5027595776;22.1833447225;35.891276552;52.8835462137;72.759422553;94.0728032061;119.7704198937;145.1875941539;254.1602639903
3;1975;5.2708880203;10.4209084918;20.9758672626;36.3933419237;50.7309608355;72.5946792821;94.4094212612;120.1699013141;143.8514003781;258.1852989088
3;1976;5.5749870721;10.6326036113;20.3690842191;34.857788563;51.3185715342;70.6548816842;93.8967590808;121.000829385;143.9940378626;265.3745644074
3;1977;4.7589582236;10.2339583686;20.5128404227;34.6594358392;52.1721932078;71.6931450542;95.4015776855;117.8982365339;144.0299220073;252.6462776399
3;1978;5.6054895465;10.1886828325;20.4387617495;35.9211357109;52.9079766322;73.7187201535;91.9743190585;121.0368328105;142.2241174744;264.2625836579
3;1979;5.8847517135;11.5260103326;21.2647074746;35.4734464098;52.1111610371;72.8600531213;94.3480051851;117.2871926921;142.1383567137;242.4835964479
3;1980;4.6953459726;10.515541418;20.9672676285;35.6389908208;53.1520087106;73.3073189896;95.7373754013;117.2244084397;142.7967419075;246.1397126965
5;1952;5.0684494192;10.3189983511;20.5311153228;38.5985088566;55.633982283;75.6078382493;95.09632736;119.0858985222;143.0440871369;200.9129797906
5;1953;5.0646320673;10.2530960659;19.7985145084;38.8939018014;54.8954123075;73.1215081517;97.3178016595;120.0760105715;144.1175463718;202.2833109106
5;1954;5.0604127934;10.2117457361;19.9154007401;39.8917813878;56.8419493249;74.5327000764;96.5960658014;119.4586955426;142.7963974204;195.9575281258
5;1955;5.1779624951;11.5955279372;19.3876294908;37.6249141606;56.1137901147;72.2656521271;94.8193613661;120.259573945;144.1346053261;205.3574628864
